A§o,Fecha,Divisi¢n,Brigada,Unidad Reporta Informaci¢n,GAO,FG/BLOQUE/ESTRUCTURA,SE/CM/CP./FU/FT,Tipo de Afectaci¢n,Actividad,Tipo de Actividad,Pa°s,Departamento,Municipio,Vereda o Sitio,Informaci¢n
2026,19/04/2026,DIV7,BR4,BAACA4,GAO CLAN DEL GOLFO,E. JUAN DE DIOS ÈSUGA,LUIS HERNANDO ROZO BERTEL,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO CG,Colombia,Antioquia,Brice§o,traves°as,"19-14:30-ABR-2026 CONFRONTACIONES ARMADAS: Mediante informaci¢n suministrada por fuente humana e inteligencia t†ctica unidad Espoleta 3, se tiene conocimiento de las posibles confrontaciones armadas entre dos estructuras, sobre la Vereda traves°as del municipio de Brice§o (Antioquia), en coordenadas de referencia 7¯ 8'23.71""N 75¯34'2.55""W, al parecer Çstas ser°an por el control del territorio y control de las econom°as il°citas; las primeras hip¢tesis indicar°an que est† confrontaci¢n se habr°a presentado entre integrantes de la estructura GAO-r E36 y GAO Clan del Golfo Subestructura ?Luis Hernando Rozo Bertel?.
14:00 horas llegan al casco urbano, 02 chivas con aproximadamente 35 familias del sector de Travesias con 135 personas aproximadamente. EVAL A2 - PROC BAACA4."
2026,19/04/2026,DIV1,FUDRA9,FUDRA9,GAO CLAN DEL GOLFO,E. AR÷STIDES MESA PAEZ,ERLIN PINO DUARTE,Poblaci¢n Civil,Confrontaci¢n,GAO ELN y GAO CG,Colombia,Bol°var,Arenal,vereda Mina CafÇ,"19-ABR-2026 CONFRONTACI‡N: El d°a de 18-abril-2026 en la noche, sujetos de la SE Erl°n Pino Duarte del GAO ? Clan del Golfo, atacaron con armas de fuego de largo alcance a unos integrantes del GAO- ELN que se encontraban departiendo en una gallera de la vereda Mina CafÇ del municipio Arenal (Bol°var) en coordenadas de referencia N 8¯12?19,96?W 74¯15?45,19?, oblig†ndolos a emprender la huida. EVAL B3 PROC FUDRA9"
2026,19/04/2026,DIV2,BRIMI2,BINSE,GAO ELN,FG NORORIENTAL,CP. YULITZA,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO ELN,Colombia,Norte de Santander,Tib£,vereda La Angalia,"19-ABR-2026, CONFRONTACIONES: integrantes de la Compa§°a Yulitza GAO-ELN, manifiestan que producto de la confrontaci¢n armada que sostienen en contra del GAO-r, lograron asesinar 02 presuntos integrantes del GAO-r, en la vereda La Angalia, jurisdicci¢n del municipio de Tib£ (Norte de Santander) en coordenadas de referencia N 8¯42'55.02"" W72¯54'34.03"". EVAL: B2 ? PROC: BINSE."
2026,19/04/2026,DIV8,BR18,GMRPI18,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,Fuerza P£blica,Acci¢n Terrorista,Granada de Mano,Colombia,Arauca,Saravena,Casco urbano barrio la esperanza,"19-16:45-2026, ACCION TERRORISTA ?AE? Y HOSTIGAMIENTO A PONAL GAO-ELN-FGO-FDLS-CECG: mediante informaci¢n suministrada por Polic°a Nacional del municipio de Saravena del departamento de Arauca, se tiene conocimiento de una acci¢n terrorista con artefactos explosivos (AE) y hostigamiento a unidades de la Polic°a Nacional, en el barrio La Esperanza del casco urbano del municipio de Saravena (Arauca), en cercan°as al Colegio Rafael Pombo (Sede bachillerato), en coordenadas aproximadas N 6¯ 57' 53.17"" W 71¯ 52' 40.38"", el cual lanzaron 02 granadas de mano y posteriormente hostigaron a los uniformados de la Polic°a Nacional que se encontraban evacuando las instalaciones del colegio anteriormente mencionado para iniciar desplazamiento hacia la Estaci¢n de Polic°a de (Saravena), este evento deja como resultado 10 Polic°as heridos. Dicha acci¢n fue ejecutada por integrantes de la Comisi¢n Ernesto Che Guevara (CECG) del Frente Domingo La°n S†enz (FDLS) ? Frente de Guerra Oriental (FGO) del GAO ? ELN. EVAL A1 PONAL S2 GMRPI18."
2026,19/04/2026,DIV5,BR9,BIMAG27,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,SUBESTRUCTURA HERNANDO GONZµLEZ ACOSTA,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Huila,Isnos,Hornitos,"19-ABR-2026 PROSELITISMO: De acuerdo con informaci¢n suministrada por un integrante de la REPARC, se tiene conocimiento que en la vereda Hornitos (coordenadas aproximadas LN01¯58'56"" - LW76¯15'40"", del municipio de Isnos - Huila, sobre la instalaci¢n de una valla alusiva al ?Frente Hernando Gonzales Acosta? - Bloque Central Isa°as Pardo. EVAL A1 PROC-BIMAG."
2026,19/04/2026,DIV3,BR23,GMCAB3,GAO COMUNEROS DEL SUR,GAO COMUNEROS DEL SUR,SIN ESTABLECER,Poblaci¢n Civil,Proselitismo,Proselitismo Armado cilindro,Colombia,Nari§o,Cuaspud,Vereda Cruz Grande,"19-ABRIL-2026 PROSELITISMO Y CILINDRO CON EXPLOSIVO: Mediante informaci¢n suministrada por fuente humana se tuvo conocimiento de la instalaci¢n de 01 bandera de color negro y rojo con iniciales en color blanco ELN, sobre la v°a terciaria que comunica las veredas La Cruz Grande y Puente Tierra en coordenadas aproximadas de referencia 0'51'47"" N 77'43'38""W del municipio de Carlosama (Nari§o), as° mismo, fue reportado por la comunidad el hallazgo de un cilindro sospechoso, a las 10:40 se realiz¢ la destrucci¢n controlada sin novedad, aduce la fuente que mencionada bandera fue instalada en horas de la madrugada por sujetos que iban con prendas civiles sin establecer si portaban armas de corto alcance ocultas los cuales podr°an ser integrantes del GAO Comuneros del Sur quienes hacen presencia delictiva en la zona, se informa al comando superior. EVAL A1- PROC S2GMCAB.
"
2026,19/04/2026,DIV3,BR23,GMCAB3,GAO-R COORDINADORA NACIONAL DEL EJêRCITO BOLIVARIANO,COMANDOS DE FRONTERA,ESTRUCTURA COMANDOS DE FRONTERA,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Nari§o,Ipiales,Vereda la Exfloria,"19/APR/2026 COMBATE GAO-R SM-CNEB FACCI‡N WALTER MENDOZA: En vereda la exfloria del municipio de Ipiales (Nari§o), en coordenadas 0ß 43' 14"" N - 77ß 27' 34"" W, tropas del grupo de caballer°a mediano No.3 ""General JosÇ Mar°a Cabal"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. en cumplimiento al plan de campa§a Ayacucho plus, mediante ordop fragmentaria n¯001 de la ordop ofensiva n¯010 Aristeo, enmarcado en la operaci¢n cordillera sur, tropas del GMCAB, unidad centauro 2, en desarrollo de tareas ofensivas, con el prop¢sito de dislocar, aislar, desarticular fuerzas enemigas, mediante tarea t†ctica movimiento al contacto, sostiene combate de encuentro con el grupo armado al parecer integrantes de la segunda Marquetalia coordinadora nacional ejÇrcito bolivariano estructura comandos de frontera, facci¢n Walter Mendoza, mediante ataque masivo de uas por parte del enemigo, como consecuencia de esto 03 soldados profesionales muertos, 02 heridos y material de guerra perdido, inmediatamente se coordina la extracci¢n de los mismos, se extrae la unidad y se realizan los actos urgentes., 

resultados: 

asesinado (a) en combate - 1 per (s) - soldados - ejercito - slp masculino AndrÇs esteban µlvarez sierra cc 1003084248 no aplica asesinado (a) en combate - 1 per (s) - soldados - ejercito - slp masculino Darwin Arnoldo G¢mez GutiÇrrez cc 1193258808 no aplica asesinado (a) en combate - 1 per (s) - soldados - ejercito - slp masculino Brayan Steven Galindo amado 1000862594 no aplica ataque con uas (sistema aÇreo no tripulado) adecuado con explosivos - 1 und (s) - unidad movimiento - ejercito - la exfloria GMCAB herido (a) en combate - 1 per(s) - soldados - ejercito - slp masculino Jorge AndrÇs Mart°nez morales 1062958595 cara herido (a) en combate - 1 per (s) - soldados - ejercito - slp masculino brayan estiven pasos silva cc 1079388187 cara perdido (a) - 2 und (s) - a"
2026,19/04/2026,DIV3,BR23,GMCAB3,GAO COMUNEROS DEL SUR,GAO COMUNEROS DEL SUR,CP. ELDER SANTOS,Poblaci¢n Civil,Proselitismo,Instalaci¢n de Bandera,Colombia,Nari§o,Cuaspud,Vereda Puente Tierra,"19/APR/2026 NEUTRALIZACI‡N ARTEFACTO EXPLOSIVO GAO COMUNEROS DEL SUR COMPA•÷A EIDER SANTOS: En vereda puente tierra en coordenadas 0ß 51' 57"" N 77ß 45' 5"" W, del municipio de cuaspud Carlosama (Nari§o), tropas del grupo de caballer°a mediano No.3 ""General JosÇ Mar°a Cabal"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones estabilidad. en cumplimiento al plan de campa§a Ayacucho plus, mediante ordop N¯012 Aris, enmarcado en la operaci¢n cordillera sur, tropas del GMCAB, unidad alaz†n 11, en desarrollo de tarea t†ctica reconocer mediante tÇcnica de reconocimiento en la v°a, se encuentra 01 bandera alusiva al grupo armado ELN comuneros del sur y 01 cilindro, se verifica el lugar, se aseguran v°as de aproximaci¢n y se procede a la destrucci¢n, el cual se realiz¢ con el mÇtodo de quema controlada minimizando el impacto ambiental., 

resultados: 

destruido (a) - 1 und (s) - documentos - propaganda alusiva grupos armados 01 bandera alusiva al GAO ELN destruido (a) - 1 und (s) - medios de lanzamiento (fci) - cilindro(s) vac°os 01 cilindro con propaganda alusiva al GAO ELN operaci¢n de apoyo de coordinaci¢n interagencial con: fiscal°a EVAL A1 PROC BR23 GMCAB
"
2025,19/04/2026,DIV5,BRIMI2,BAIMI5,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,SUBESTRUCTURA HERNANDO GONZµLEZ ACOSTA,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Huila,Isnos,Silvania,"19-ABR-2026 PROSELITISMO ARMADO: Se tiene conocimiento de la instalaci¢n de un (01) valla alusiva al ""Frente Hernando Gonzales Acosta"" - ""Bloque Central Isa°as pardo, en la Vereda Silvania en coordenadas aproximadas N 1¯58?5? - W 76¯15?3? del Municipio de Isnos (Huila), menciona la fuente que la acci¢n delictiva fue realizada por dos (02) sujetos quienes se movilizaron armados en una (01) motocicleta y la instalaron. EVAL A1 PROC BAIMI5."
2026,20/04/2026,DIV7,BR4,BAACA4,GAO CLAN DEL GOLFO,E. ROBERTO VARGAS GUTIêRREZ,JULIO CESAR VARGAS,Poblaci¢n Civil,Constre§imiento,Poblaci¢n Civil,Colombia,Antioquia,Yarumal,Casco Urbano,"20-ABRIL-2026 MENSAJE INTIMIDATORIO: Se conoci¢ la circulaci¢n de un comunicado digital a travÇs de WhatsApp, presuntamente emitido por el GAO Clan del Golfo. En el mensaje, se impone un ""toque de queda"" de facto a la poblaci¢n y al sector comercial del casco urbano en coordenadas aproximadas de referencia 6¯57'42.63""N - 75¯24'57.51""W municipio de Yarumal (Antioquia); a partir de las 22:00 horas, advirtiendo que no se responsabilizan por la integridad f°sica de quienes transiten despuÇs de dicho horario. El texto finaliza con una declaraci¢n de exenci¢n de responsabilidad sobre posibles v°ctimas civiles. EVAL. A1. PROC. S2 BAACA4."
2026,20/04/2026,DIV7,BR4,BAACA4,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Poblaci¢n Civil,Acci¢n Terrorista,Drone con Explosivos,Colombia,Antioquia,Brice§o,Las Auras,"20-ABR-2026 ATAQUE CON DRON: vereda Las Auras del municipio de Brice§o (Antioquia), reportan ataque con explosivos, donde un inmueble y el parque sufrieron da§os, los explosivos habr°an sido lanzados desde un dron. Coordenadas aproximadas 07¯19Ô09? LN ? 75¯51Ô32. EVAL A1 ? PROC OSINT.
https://caracol.com.co/2026/04/20/reportan-ataque-con-explosivos-en-zona-rural-de-briceno-un-inmueble-y-el-parque-sufrieron-danos/ "
2026,20/04/2026,DIV3,BR23,GMCAB3,GAO COMUNEROS DEL SUR,GAO COMUNEROS DEL SUR,CP. JAIME TO•O OBANDO,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Nari§o,Mallama,Sector Rural,"20/APR/2026 NEUTRALIZACI‡N ARTEFACTO EXPLOSIVO GAO COMUNEROS DEL SUR COMPA•÷A JAIME TO•O OBANDO: en zona rural el arco del municipio de Mallama (Nari§o), en coordenadas 1ß11'19""N 77ß57'8""W, tropas del grupo de caballer°a mediano no.3 ""general jose mar°a cabal"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones estabilidad. en cumplimiento al plan de campa§a Ayacucho plus, mediante ordop n¯012 aris, enmarcado en la operaci¢n cordillera media, la unidad bucÇfalo 1 agregada operacionalmente al gmcab, en desarrollo de tarea t†ctica reconocer mediante tÇcnica de reconocimiento en la v°a, se encuentra 01 bandera alusiva al grupo armado eln comuneros del sur y 01 cilindro, se verifica el lugar, se aseguran v°as de aproximaci¢n y se procede a la destrucci¢n, el cual se realiz¢ con el mÇtodo de quema controlada minimizando el impacto ambiental., 

resultados: 
destruido(a) - 1 und(s) - documentos - propaganda alusiva grupos armados 01 bandera alusiva al gao eln destruido(a) - 1 und(s) - medios de lanzamiento (fci) - cilindro(s) vacios operacion de apoyo de coordinaci¢n interagencial con: fiscal°a. EVAL A1 PROC GMCAB.
"
2026,20/04/2026,DIV2,BR30,BATOT11,GAO ELN,FG NORORIENTAL,FT. CARLOS ARMANDO CACUA GUERRERO,Fuerza P£blica,Acci¢n Terrorista,Medios de lanzamiento,Colombia,Norte de Santander,San Calixto,Lado externo del casco urbano,"20-ABR-2026 ATAQUE ARMADO:  de acuerdo con informaci¢n suministrada por unidad Centella 2 ? BATOT11, ubicada en la BASMIL Damas, indica que aproximadamente a las 05:45 horas se escuchan 03 explosiones en la parte nororiental, azimut de 17¯, distancia de 800 metros, del casco urbano del municipio San Calixto (Norte de Santander), coordenadas geogr†ficas de referencia N 08¯24'14"" W 73¯13'21?. Los artefactos explosivos fueron lanzados por medio de tipo rampa; este hecho es atribuido presuntamente a integrantes del frente ?Carlos Armando Cacua Guerrero? del FGNO del GAO ELN. Durante el ataque no se present¢ afectaci¢n a las tropas. EVAL: B1 ? PROC: BATOT11."
2026,20/04/2026,FTCEC,FUDRA2,BADRA5,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA FRANCO BENAVIDES,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Nari§o,Policarpa,Vereda los Guamos,"20-ABR-2026 ATAQUE FUERZA PUBLICA GAO-R EMC FACCI‡N IVµN MORDISCO BLOQUE OCCIDENTAL JACOBO ARENAS AMPLIACI‡N (no), en vereda los guamos del municipio de policarpa (nari§o), en coordenadas 1ß 47' 10""N 77ß 31' 2"" W, tropas del batall¢n de depsliegue r†pido n¯ 5 en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. en cumplimiento al plan de campa§a estratÇgico conjunto ayacucho 2023 2026 objetivo estratÇgico no 2 debilitar las capacidades de la amenaza loo paya en desarrollo de la ordop no 009 atenea el pelot¢n de centuri¢n 1 arsÇn 4 operaci¢n asgar n 11 en desarrollo de la tarea ofensiva movimiento al contacto b£squeda y ataque aproximadamente las 12 00 pm la unidad reporta sobre vuelo de dos drones de reconocimiento dada las condiciones del terreno se maniobro aproximadamente 700 mts hacia el occidente siendo aproximadamente las 15 00 horas y habiendo generado reconocimiento del †rea se escucharon cinco detonaciones al parecer con medios de lanzamiento pero las unidades se encontraban desubicadas de acuerdo planeamiento ordenes cobadra5 alertar unidades comandantes pelot¢n realizar dispositivo de seguridad frente acciones ataque con uas sistema aÇreo no tripulado adecuado con explosivos dron pertenecientes al gao r e franco Benavidez tropas sin novedad d nunc 522566099035202500004 pasto Nari§o,
resultados:
ataque con uas (sistema aÇreo no tripulado) adecuado con explosivos - 2 und(s) - unidad
movimiento - ejercito - los guamos policarpa BADRA5 DIV03 FUDRA2 
"
2026,20/04/2026,DIV3,BR23,GMCAB3,GAO-R COORDINADORA NACIONAL DEL EJêRCITO BOLIVARIANO,COMANDOS DE FRONTERA,ESTRUCTURA COMANDOS DE FRONTERA,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Nari§o,Ipiales,Vereda la Esflorida,"?? GFM-EJC-JEMOP- DIV03-BR23-GMCAB-CENTAURO 1.

? ®QUE?
Actualizaci¢n, Combate de Encuentro y ataque con enjambre de drones. 

? ®QUIEN?
Pelot¢n - CENTAURO 1

? ®CUµNDO?
2004:20ABR2026

? ®D‡NDE?
Vereda la Esflorida del corregimiento de la Victoria del municipio de Ipiales - Nari§o; en coordenadas aproximada 0¯43'14.26""N  -  77¯27'34.08""O. 

? ®HECHOS?
En cumplimiento plan de Campa§a Ayacucho Plus, dentro del plan de operaciones ?CORDILLERA SUR? de la BR23 y enmarcado en la OFRAG 001 de la Orden de Operaciones Ofensiva No. 010 ?Aristeo?, la unidad centauro 1, al mando del se§or Subteniente OROZCO SARABIA JOHAN organizado a 01-02-26 mediante tarea de romper al contacto, desarrolla un combate de encuentro al parecer con integrantes de la SM - CNEB - Estructura ?Comandos de Frontera?; donde hasta el momento se obtiene dos heridos, as°:

Heridos
* SLP. 
Martinez Morales Jorge Andres
CC. 1062958595
Edad: 22 a§os
Paciente el cual presenta lesiones en en la cara afectaci¢n por esquirlas herida superficiales sin sangrado activo en regi¢n frontal mejilla izquierda pabell¢n auricular izquierdo perforaci¢n timpanica bilateral y presencia de sangre en conductor auditivo 
      
* SLP
Pasos silva brayan steven
CC. 1079388187
Edad: 22a§os
Paciente el cual presenta heridas superficiales una en cara posterior del brazo y dos en cara posterior antebrazo derecho sin sangrado activo.

Fallecidos
- SLP. µlvarez Sierra AndrÇs
CC: 1003084248

- SLP. G¢mez GutiÇrrez Darwin
CC: 1193258808

- SLP. Galindo Amado Brayan 
CC: 1000862594

?ACCIONES SUBSIGUIENTES
* Informar al comando superior.

???? PATRIA HONOR LEALTAD ???? Nuestro compromiso es Colombia.  EVAL A1 PROC GMCAB.
"
2026,20/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA FRANCO BENAVIDES,Poblaci¢n Civil,Proselitismo,Video,Colombia,Nari§o,Policarpa,Vereda Roncadora,"20-ABRIL-2026 PROSELITISMO: Por diferentes medios de comunicaci¢n y redes sociales circula un video donde integrantes del GAO-r Estructura Franco Benavides realizan la entrega de un material al parecer ?Ètiles escolares? a unos ni§os dentro de un establecimiento escolar al parecer ubicado en la vereda La Roncadora corregimiento de Sid¢n entre los l°mites de los municipios de Cumbitara y Policarpa (Nari§o). EVAL A1 PROC OSINT CI3MO3.

https://www.instagram.com/reel/DXXPt2xCQ4_/?igsh=MTlpam9neHExYnZuag==
"
2026,20/04/2026,DIV1,FUDRA9,BADRA25,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 37,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Bol°var,Santa Rosa del Sur,LAS CABA•AS SAN LUCAS,"20-04-2026 ATAQUE: En el Corregimiento de San Lucas Vereda La Caba§a en coordenadas N 8¯4'10.59"" W 74¯ 7'53.63"", se registra Ataque con UAS dejando como resultado 01 suboficial y 01 soldado profesional heridos el Cs. Fabaron Cortes David. Por activaci¢n de AE lanzados con dron por integrantes del GAO-r E37 ?Martin Caballero?. EVAL A1 PROC BADRA25."
2026,20/04/2026,DIV1,BR2,BAMRU6,GDO,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Alteraci¢n de orden p£blico,Bloqueo vial il°cito,Colombia,Magdalena,Algarrobo,LOMA DEL BALSAMO,"20-ABRIL-2026 BLOQUEO VIAL: en la troncal del caribe a la altura del corregimiento la loma del b†lsamo del municipio de algarrobo Magdalena en coordenadas aproximadas N 10¯18'23.53"" W 74¯2'49.86"", la poblaci¢n civil de Bella Vista, convoc¢ el cierre de la v°a aduciendo dificultades en la prestaci¢n de servicios de acueducto, al momento exigen la presencia del gerente en el lugar para llegar alg£n acuerdo que les brinde una pronta soluci¢n a sus problemas. EVAL A1 PROC BAMRU6."
2026,20/04/2026,DIV7,BR4,BAACA4,GAO CLAN DEL GOLFO,E. JUAN DE DIOS ÈSUGA,LUIS HERNANDO ROZO BERTEL,Poblaci¢n Civil,Proselitismo,Panfleto,Colombia,Antioquia,Brice§o,Travesias,"20-ABRIL-2026 PANFLETO GAO CLAN GOLFO: se tuvo conocimiento de la circulaci¢n de una publicaci¢n por la red social X, comunicado el 20 de abril de 2026 para desmentir cualquier alianza con el EjÇrcito Nacional, se§alando que las acusaciones de las disidencias de las FARC son falsas. En el texto, denuncian que dichos grupos disidentes est†n desplazando a la poblaci¢n de Traves°as, en Brice§o, mediante amenazas de bombardeos con drones, y exhortan a la comunidad a no creer en la desinformaci¢n, reafirmando su intenci¢n de combatir a cualquier estructura armada competidora en la zona. EVAL. A1. PROC S2 BAACA4."
2026,21/04/2026,DIV1,BRIMI2,BAIMI1,GAO ELN,FG DRC,CP. TITO MAR÷N,Poblaci¢n Civil,Confrontaci¢n,GAO ELN y GAO CG,Colombia,Bol°var,Arenal,BOLIVADOR,"21-ABRIL-2026-CONFRONTACIONES ARMADAS: 15 presuntos integrantes compa§°a Tito Mar°n GAO ELN, bajo direccionamiento (a. Barbas), presunto cabecilla comisi¢n, sector Bolivador municipio Arenal, (Bol°var), coordenadas aproximadas, LN 8¯13?8,27? LW 74¯15?56,91?, seg£n fuente estar°an en confrontaciones armadas contra integrantes del GAO Clan del Golfo. EVAL. C3-PROC-BAIMI1 "
2026,21/04/2026,DIV7,Medio Abiertos,Noticiero,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Poblaci¢n Civil,Acci¢n Terrorista,Drone con Explosivos,Colombia,Antioquia,Brice§o,Gurim†n ,"21-ABR-26 ATAQUE CON DRON: vereda Gurim†n en coordenadas aproximadas 7¯10'3.14""N -75¯35'43.20""W del municipio de Brice§o (Antioquia), realizado por integrantes del GAO-r E-36, no se reportaron victimas. EVAL. A1 ? PROC OSINT.   https://x.com/caracolmedellin/status/2046674050102043003?s=48"
2026,21/04/2026,DIV5,BR13,BAACA13,GAO ELN,FG URBANO NACIONAL,SIN ESTABLECER,Poblaci¢n Civil,Proselitismo,Grafitis,Colombia,Cundinamarca,Bogot† D.C.,Mochuelo Alto ,"21-ABRIL-2026 GRAFITIS: Un grafiti alusivo al GAO- ELN sobre el sector del barrio Mochuelo Alto en coordenadas aproximadas (N4¯29'16"" -W74¯09'11"") de la localidad de Ciudad Bol°var, Bogot†, D.C., en las paredes de una vivienda, escrito con aerosol color rojo. EVAL A1 PROC BAPOM13 "
2026,22/04/2026,DIV2,BR30,BATOT11,GAO ELN,FG NORORIENTAL,FT. HECTOR,Poblaci¢n Civil,Acci¢n Terrorista,Plan Pistola,Colombia,Norte de Santander,El Tarra,Filo Gringo,"22-ABR-2026, ATAQUE ARMADO: mediante informaci¢n suministrada por la Alcald°a del municipio de El Tarra, se tiene conocimiento sobre la posible afectaci¢n con arma de fuego de largo alcance generada por presuntos integrantes del Frente ?HÇctor? del GAO ELN, contra el se§or Crist¢bal G¢mez Ter†n, identificado con cÇdula de ciudadan°a C.C. XXXXXX946, por omitir un retÇn sobre una v°a. El hecho se present¢ en el corregimiento de Filo Gringo, municipio de El Tarra (Norte de Santander) en las coordenadas de referencia N 08¯39'01.73"" W 72¯57'44.66"". EVAL: A1 ? PROC: BATOT11 "
2026,22/04/2026,DIV1,BR19,BASAQ55,GAO ELN,FG DRC,FT. JOSE ANTONIO GALµN,Poblaci¢n Civil,RetÇn Ilegal,Control Ilegitimo de la Poblaci¢n,Colombia,Bol°var,Santa Rosa del Sur,vereda Mina Nueva,"22-ABR-2026 RETEN ILEGAL: Presencia de 17 sujetos al parecer del Frente JosÇ Antonio Gal†n del GAO ELN, portando armas largas vistiendo prendas de uso privativo de la Fuerza P£blica, en la vereda Mina Nueva del municipio de Santa Rosa Sur (Bol°var) en coordenadas aprox. N 7¯22'37.51"" W 74¯27'38.12"", requisando a todo el personal que pasa por la v°a. EVAL B1 PROC BASAQ55"
2026,22/04/2026,DIV7,BR14,BIBOM42,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Antioquia,Amalfi,La Manguita,"22-ABR-26  ATAQUE CON DRON: siendo aproximadamente las 10:30 horas, la unidad BÇlgica 3 reporta ataque a travÇs de artefactos explosivos utilizando aeronaves no tripuladas (UAS-DRON), hecho terrorista realizando en la vereda La Manguita municipio de Amalfi (Antioquia) en coordenadas de referencia (N 7¯1'27"" LW  75¯2'10"" O).  Acci¢n realizada por el GAO-r, E-36 Bloque Magdalena Medio, en contra de la Base de Transici¢n Intermedia  (BTI) La Manguita. No se present¢ afectaci¢n al personal ni a las instalaciones. EVAL. A-1 PROC. BIBOM42."
2026,22/04/2026,DIV1,BRIMI2,BAIMI1,GAO ELN,FG DRC,CP. SIM‡N BOL÷VAR,Poblaci¢n Civil,Confrontaci¢n,GAO ELN y GAO CG,Colombia,Bol°var,Montecristo,Mina Choco,"22-ABR-2026 CONFRONTACIONES ARMADAS: Presencia de 20 presuntos integrantes de la compa§°a Sim¢n Bol°var del GAO-ELN, bajo el mando delictivo de (a. Pich¢n) cabecilla de la compa§°a y (a. Mario) segundo cabecilla, vistiendo prendas oscuras, portando radios y armas de fuego de largo alcance, en Mina Choco del municipio de Montecristo (Bol°var) en coordenadas aprox. N 8¯09?21,81? W 74¯19?46,24?, sosteniendo confrontaciones armadas contra integrantes del GAO Clan del Golfo. EVAL C3 PROC BAIMI1"
2026,22/04/2026,DIV1,BR10,BICAR6,GAO AUTODEFENSAS CONQUISTADORAS DE LA SIERRA,FRENTE JAVIER CµCERES,FRENTE JAVIER CµCERES,Poblaci¢n Civil,Incineraci¢n,Vehiculo,Colombia,La Guajira,Riohacha,corregimiento de Tigreras,"22-ABR-2026 QUEMA VEH÷CULO: Informaci¢n suministrada por vinculado a la REPARC, y medios abiertos, se obtuvo conocimiento de la quema de un veh°culo distribuidor de Coca Cola, sobre el corregimiento de Tigreras, municipio de Riohacha (La Guajira), en coordenadas de referencia N 11¯17'02.24"" W 73¯05'54.80"", interceptado por sujetos con armas de fuego, al parecer integrantes del GAO-ACS ""Los Pachenca"". EVAL A1 PROC BICAR6"
2026,23/04/2026,DIV2,BRIMI2,BAIMI2,GAO ELN,FG NORORIENTAL,FT. JUAN FERNANDO PORRAS MARTINEZ,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO ELN,Colombia,Norte de Santander,Tib£,Pachelli,"23-ABR-2026, ATAQUE CON DRONES: mediante informaci¢n obtenida por medios abiertos, se tuvo conocimiento de un ataque con drones; se presume que ser°an confrontaciones de integrantes del GAO ELN con el GAO-r E33, registrada en la noche del d°a 22 de abril del 2026. Los ataques con explosivos se habr°an presentado en el corregimiento de Pachelli, perteneciente al municipio de Tib£ (Norte de Santander), en coordenadas aproximadas N 08¯33'11.47"" W 72¯56'32.73"". Finalmente, y de acuerdo con lo manifestado por la poblaci¢n, se desconoce si este ataque dej¢ v°ctimas. EVAL: A1 ? PROC: BAIMI2."
