A§o,Fecha,Divisi¢n,Brigada,Unidad Reporta Informaci¢n,GAO,FG/BLOQUE/ESTRUCTURA,SE/CM/CP./FU/FT,Tipo de Afectaci¢n,Actividad,Tipo de Actividad,Pa°s,Departamento,Municipio,Vereda o Sitio,Informaci¢n
2026,23/04/2026,DIV2,BRIMI2,BAIMI2,GAO ELN,FG NORORIENTAL,FT. CARLOS ARMANDO CACUA GUERRERO,Poblaci¢n Civil,Acci¢n Terrorista,Emboscada,Colombia,Norte de Santander,µbrego,Capit†n Largo,"23-ABR-2026, ATENTADO: mediante informaci¢n obtenida por medio de fuentes abiertas y confirmada por la Polic°a Nacional, se tuvo conocimiento de un atentado armado contra el l°der social Fabi†n AndrÇs C†ceres Palencia, representante legal de la Asociaci¢n de Desplazados del Catatumbo (ASODESCAT). El hecho ocurri¢ el miÇrcoles 22 de abril de 2026, en horas de la tarde, cerca de la vereda Capit†n Largo del municipio de µbrego (Norte de Santander), en coordenadas aproximadas N 08¯5?59.48? W 73¯15?41.35?. 

De acuerdo con la informaci¢n conocida, C†ceres Palencia se movilizaba en dos camionetas junto a su esquema de protecci¢n, conformado por seis escoltas, cuando fueron interceptados por al menos siete hombres armados al parecer por integrantes del frente ?Carlos Armando Cagua Guerrero? del GAO ELN. Los atacantes dispararon en repetidas oportunidades contra el veh°culo en el que se transportaba el l°der social. En medio de la acci¢n armada, los agresores lograron apoderarse de la segunda camioneta, en la que se movilizaban varios integrantes del esquema de seguridad, y se la llevaron del lugar junto a tres escoltas, identificados como Jairo Rojas VÇlez, Jes£s Yamit L¢pez y Hermes Ferreira Gualdr¢n, quienes quedaron retenidos. Pese a la gravedad del ataque, C†ceres Palencia logr¢ salir del sector y llegar hasta el corregimiento La Ermita, en Oca§a, donde recibi¢ atenci¢n por parte de las autoridades. EVAL: A1 ? PROC: BAIMI2.

"
2026,23/04/2026,DIV3,BR29,BILOP7,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,Cajib°o,Vereda la Aurelia,"23/APR/2026 ATAQUE FUERZA PUBLICA GAO-R EMC FACCI‡N IVµN MORDISCO BLOQUE OCCIDENTAL JACOBO ARENAS. En vereda la Aurelia del municipio de Cajib°o (Cauca), en coordenadas 2ß 38' 46"" N - 76ß 35' 9"" W, tropas del batall¢n de infanterian¯7 Gr. JosÇ Hilario L¢pez en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. ampliaci¢n hr N¯ 2026846008553043 de fecha 11/03/2026 bolet°n N¯ 11372 en desarrollo ofrag 002 ordop ofensiva 010 mantis pelot¢n buitre2 org†nicos BAMJO8 agregados operacionalmente a bilop mando sv. Rosero Bola§os Paulo efectuando reacci¢n y apoyo a polic°a nacional municipio Cajib°o quienes estaban bajo ataque por parte Gaor estructura Jaime Mart°nez pelot¢n fue atacado con lanzamiento artefacto explosivo con aeronave no tripulada tipo dron uas mediante reacci¢n se perdi¢ 01 proveedor vac°o fusil Remington tropa sin novedad en reacci¢n denuncia nunc 190016000601202615539., 

resultados: 

ataque con uas (sistema aÇreo no tripulado) adecuado con explosivos - 1 und (s) ? unidad movimiento - ejercito perdido(a) - 1 und (s) - accesorios - proveedor fusil proveedor fusil Remington EVAL A1 PROC BR29 BILOP.
"
2026,23/04/2026,DIV5,BR9,BIMAG27,GAO-R SEGUNDA MARQUETALIA,GAOR SEGUNDA MARQUETALIA,ESTRUCTURA TE‡FILO FORERO,Poblaci¢n Civil,Acci¢n Terrorista,A.E.I,Colombia,Huila,Guadalupe,Caco Urbano,"23-ABR-2026 AFECTACI‡N ESTABLECIMIENTO PÈBLICO (AL PARECER POR EO): Se tuvo conocimiento que, aproximadamente a las 01:20 horas, se escuch¢ una detonaci¢n en el establecimiento de raz¢n social ?Panader°a Orqu°dea? ubicado en coordenadas aproximadas 02¯01'32""N - 75¯45'19""W, del municipio de Guadalupe ? Huila; Tras la verificaci¢n inicial en el lugar, se confirm¢ que el incidente solo ocasion¢ da§os materiales. Aspectos de InterÇs: Antecedentes de Amenaza: Se tuvo conocimiento que unos d°as atr†s, el propietario del establecimiento recibi¢ un panfleto amenazante a nombre de la Columna Te¢filo Forero Castro, Compa§°a ?Sonia La Pilosa? de la Segunda Marquetalia. En dicho documento, el propietario era citado a comparecer en el sector del municipio de BelÇn de los Andaquçes (Caquet†) el pasado 10/04/2026. EVAL. A-1 PROC. REPARC. BIMAG"
2026,24/04/2026,DIV5,BR9,BIPIG26,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,SUBESTRUCTURA HERNANDO GONZµLEZ ACOSTA,Poblaci¢n Civil,Incineraci¢n,Vehiculo,Colombia,Huila,Gigante,El Espinal ,"24-ABR-2026 INCINERACI‡N VEH÷CULO: Se tuvo conocimiento, de la incineraci¢n de un veh°culo tipo TRACTOMULA, en la v°a que conduce el municipio de Hobo - Gigante Huila, sobre un sector conocido como Puerto Seco (coordenadas aproximadas LN02¯29'27"" - LW75¯32'55"", vereda El Espinal del municipio de Gigante ? Huila, de acuerdo a la informaci¢n reportada, el hecho aparentemente se le atribuye al GAO-r BCIP SE Hernando Gonz†lez Acosta quien tiene injerencia sobre este sector. EVAL A1 PROC-BIPIG."
2026,24/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,Autom¢vil con Explosivos,Colombia,Valle del Cauca,Cali,Canton Militar Pichincha,"24-ABR-2026 ACCI‡N TERRORISTA: Contra las instalaciones del Cant¢n Militar Pichincha en la ciudad de Cali (Valle), mediante el lanzamiento de artefactos explosivos (cilindros) desde un veh°culo tipo microb£s por el GAO-r Estructura Jaime Mart°nez en coordinaci¢n con el Frente Urbano Manuel Cepeda Vargas. EVAL A1 PROC OSINT CI3MO3."
2026,24/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,Medios de lanzamiento,Colombia,Valle del Cauca,Palmira,Casco Urbano,"24-ABR-2026, ACCION TERRORISTA: al parecer integrantes del GAO-r estructura ?Jaime Mart°nez?, sobre la parte de atr†s del batall¢n Codazzi en Palmira Valle del Cauca, en coordenadas aproximadas 3¯31'27?N 76¯17'04?W hasta ahora el reporte preliminar indican que fueron 3 cilindros uno de ellos cay¢ dentro del batall¢n, pero no explot¢, hasta el momento propias tropas y civiles sin novedad. EVAL A1 PROC OSINT CI3MO3."
2026,24/04/2026,DIV3,BR3,BIPIC8,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Valle del Cauca,Jamund°,Vereda Confintes,"24/APR/2026 ATAQUE FUERZA PUBLICA GAO-R EMC FACCI‡N IVµN MORDISCO BLOQUE OCCIDENTAL JACOBO ARENAS: en vereda confintes del municipio de Jamund° (valle del cauca), en coordenadas 3ß 13' 29"" n - 76ß 42' 14"" w, tropas del batall¢n de infanter°a no.8 ""batalla de pichincha"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones defensivas. en desarrollo del plan de campa§a Ayacucho plus, durante la ejecuci¢n de la tarea ofensiva 013 abner, mediante tarea movimiento hacia el contacto, tÇcnica b£squeda y ataque, sector vereda confites corregimiento villa Colombia, municipio Jamund° valle del cauca, tropas en terreno fueron objeto de ataque mediante sistema aÇreo no tripulado uas, por integrantes del gaor Jaime Mart°nez, la unidad adopt¢ dispositivo de seguridad, ocup¢ posiciones cubiertas y protecci¢n, se activaron protocolos de reacci¢n inmediata, tropas sin novedad, 

resultados: 

ataque con uas (sistema aÇreo no tripulado) adecuado con explosivos - 1 und(s) - bases m¢viles - ejercito - vereda confintes bipic s/n operaci¢n de apoyo de coordinaci¢n interagencial con: ponal. EVAL A1 PROC BIPIC8.
"
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Hostigamiento,Policia Nacional,Colombia,Valle del Cauca,Jamund°,Estacion de Policia Potrerito,"25-ABR-2026 ATAQUE HOSTIGAMIENTO: contra la estaci¢n de polic°a de Potrerito municipio de Jamund° (Valle del Cauca) en coordenadas aproximadas 3¯13'37""N 76¯34'45""W, por integrantes del GAO-r Estructura Jaime Mart°nez. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,El Tambo,Sector Cerro Santana,"25-ABR-2026 ATAQUE UAS: A la base de la PONAL ubicada en el sector de Cerro Santana municipio de El Tambo (Cauca) en coordenadas aproximadas 2¯27'7""N 76¯48'37""W, mediante el lanzamiento de artefactos explosivos desde drones, por integrantes de los GAO-r Estructura Carlos Pati§o y Jaime Mart°nez. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,Corinto,Sector Cuatro Vientos,"25-ABR-2026 ATAQUE UAS: se presenta ataque con UAS sobre el sector de cuatro vientos del municipio de Corinto Cauca en coordenadas aproximadas 3¯8'9.""N 76¯12'23""W, por parte del GAO-r Facci¢n Iv†n mordisc¢ Estructura ?Dagoberto Ramos Ortiz?. EVAL A1 PROC DIV03."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,Corinto,Sector la Cominera,"25-ABR-2026, ATAQUE UAS: se presenta ataque con UAS sobre el sector de la Cominera del municipio de Corinto Cauca en coordenadas aproximadas 3¯6'11""N 76¯15'56""W, por parte del GAO-r Facci¢n Iv†n mordisc¢ Estructura ?Dagoberto Ramos Ortiz?. EVAL A1 PROC DIV03."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Poblaci¢n Civil,Incineraci¢n,Tratomulas,Colombia,Cauca,Miranda,Sector Rural,"25-ABR-2026, INCINERACION VEHICULO: al parecer el GAO-r Facci¢n Iv†n mordisc¢ Estructura ?Dagoberto Ramos Ortiz?, Sobre zona rural de Miranda Cauca en coordenadas aproximadas 3¯13'42.""N 76¯13'6.""W habr°a sido incinerada una tracto mula. EVAL A1 PROC OSINT CI3MO3. "
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Cauca,Pat°a,Sector BITER29 Del Estrecho,"25-ABR-2026, HOSTIGAMIENTO: al parecer integrantes del GAO-r Facci¢n Iv†n mordisco Estructura ?Carlos Pati§o?, contra BITER29 ubicado en el estrecho El Pat°a (Cauca) en coordenadas aproximadas 1¯58'2""N 77¯7'7""W, sin afectaciones. EVAL A1 PROC OSINT CI3MO3. "
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Poblaci¢n Civil,Proselitismo,Proselitismo Armado cilindro,Colombia,Cauca,Corinto,Sector Guatemala,"25-ABRI-2026 INSTALACION DE CILINDRO: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Dagoberto Ramos Ortiz?, reportan un posible artefacto explosivo tipo cilindro que fue dejado en la v°a que comunica con el municipio Corinto Cauca en coordenadas aproximadas 3¯8'12""N 76¯12'33""W sobre el sector conocido como Guatemala. *EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Hostigamiento,Policia Nacional,Colombia,Cauca,Padilla,Casco Urbano,"25-ABR-2026, ATAQUE HOSTIGAMIENTO: al parecer integrantes del GAO-r Facci¢n Iv†n mordisco Estructura ?Dagoberto Ramos Ortiz?, realiza hostigamiento sobre el casco urbano del municipio de Padilla Cauca en coordenadas aproximadas 3¯9'28""N 76¯20'6""W. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Poblaci¢n Civil,Proselitismo,Proselitismo Armado,Colombia,Cauca,Cajib°o,Sector el Tunel,"25-ABR-2026, RETEN ILEGAL: al parecer integrantes del GAO-r Facci¢n Iv†n mordisco Estructura ?Jaime Mart°nez?, realizan reten ilegales hombres armados, sobre el sector El T£nel, municipio de Cajib°o Cauca en coordenadas aproximadas 2¯36'55""N 76¯30'52""W. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Poblaci¢n Civil,Proselitismo,Proselitismo Armado cilindro,Colombia,Cauca,Santander de Quilichao,Sector de Mandiva,"25-ABR-2026, INSTLACION DE CILINDRO: al parecer integrantes del GAO-r Facci¢n Iv†n mordisco Estructura ?Estructura ?Dagoberto Ramos Ortiz? sobre el sector de Mandiva v°a Panamericana municipio de Santander de Quilichao Cauca en coordenadas aproximadas 3¯10'0""N 76¯30'0""W, realizan presencia armada y colocaci¢n de artefactos explosivos (cilindros). EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA FRANCO BENAVIDES,Fuerza P£blica,Hostigamiento,Policia Nacional,Colombia,Nari§o,Taminango,Estacion de Policia Remolino,"25-ABR-2026 ATAQUE: A la estaci¢n de polic°a de Remolino municipio de Taminango Nari§o en coordenadas aproximadas 1¯39'50""N 77¯19'15""W, mediante el lanzamiento de artefactos explosivos por integrantes del GAO-r Estructura Franco Benavides. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Poblaci¢n Civil,Acci¢n Terrorista,A.E.I,Colombia,Cauca,Cajib°o,Sector el Tunel,"25-ABR-2026 ACCI‡N TERRORISTA: En el sector de El T£nel v°a Panamericana municipio de Cajib°o Cauca en coordenadas aproximadas 2¯36'55""N 76¯30'52""W, integrantes del GAO-r Estructura ?Dagoberto Ramos Ortiz? lanzan artefactos explosivos (cilindros) contra la poblaci¢n civil que espera la apertura de la v°a Panamericana. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,COAPO,BAMJO8,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Cauca,Santander de Quilichao,Sector la Alcaldia,"25-ABR-2026, PROSELITISMO: al parecer integrantes del GAO-r Facci¢n Iv†n mordisco Estructura ?Estructura ?Dagoberto Ramos Ortiz?, sobre la alcald°a del Municipio de Santander de Quilichao Cauca en coordenadas aproximadas 3¯0'22""N 76¯28'57""W. EVAL A1 PROC BAMJO8."
2026,25/04/2026,DIV3,COAPO,BAMJO8,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Autom¢vil con Explosivos,Colombia,Cauca,Corinto,Vereda Guatemala,"25-ABR-2026 VEH÷CULO CON EXPLOSIVOS: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Dagoberto Ramos Ortiz?, reportan veh°culo tipo volqueta que fue dejado sobre la vereda Guatemala del municipio Corinto Cauca en coordenadas aproximadas 3¯14'1""N 76¯13'50""W EVAL A1 PROC BAMJO8."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Poblaci¢n Civil,Incineraci¢n,Vehiculo,Colombia,Cauca,Caloto,Sector Santa Anita,"25-ABR-2026, VEH÷CULO INCINERADO: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Dagoberto Ramos Ortiz?, realizan incineraci¢n de 01 veh°culo tipo tracto mula sobre el sector de Santa Anita, vereda N†poles, sobre el municipio de Caloto Cauca espec°ficamente en la granja Quilimanjaro en coordenadas aproximadas 3¯2'20""N 76¯21'37""W, se reporta una situaci¢n que genera alerta en la comunidad. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Hostigamiento,Policia Nacional,Colombia,Valle del Cauca,Jamund°,Estacion de Policia Robles,"25-ABR-2026, HOSTIGAMIENTO: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Jaime Mart°nez?, se presenta Ataque con explosivos y r†fagas de fusil, sobre la estaci¢n de Polic°a de Robles, Jamund° (Valle del Cauca), en coordenadas aproximadas 3¯15'47""N 76¯32'19""W EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Hostigamiento,Policia Nacional,Colombia,Cauca,Silvia,Casco Urbano,"25-ABR-2026, HOSTIGAMIENTO: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Dagoberto Ramos Ortiz?, Se reportan r†fagas de fusil dirigidas a la estaci¢n de polic°a y el casco urbano del del municipio de Silvia Cauca en coordenadas aproximadas 2¯39'5.""N 76¯21'3""W EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Hostigamiento,Policia Nacional,Colombia,Cauca,Jambal¢,Estacion de Policia,"25-ABR-2026, HOSTIGAMIENTO: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Dagoberto Ramos Ortiz?, Se reportan r†fagas de fusil dirigidas a la estaci¢n de polic°a del municipio de J†mbalo Cauca en coordenadas aproximadas 2¯51'2.""N 76¯19'30""W. EVAL A1 OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Hostigamiento,Colombia,Cauca,GuachenÇ,Sector Base Militar,"25-ABR-2026, ATAQUE CON CILINDROS: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Dagoberto Ramos Ortiz?, sobre base militar del municipio de GuachenÇ Cauca en coordenadas aproximadas 3¯7'55""N 76¯23'27""W. EVAL A1 OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Poblaci¢n Civil,Proselitismo,Proselitismo Armado,Colombia,Cauca,Timb°o,Sector los Robles,"25-ABR-2026, PROSELITISMO ARMADO: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Jaime Mart°nez?, sector de Los Robles, en el municipio de Timb°o en coordenadas aproximadas 02¯23'28.7"" N 76¯39'24.9""W, donde reportan la presencia de hombres armados sobre la v°a que comunica con Popay†n. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Cauca,Rosas,Sector Paraga,"25-ABR-2026, HOSTIGAMIENTO: al parecer integrantes del GAO-r Facci¢n Iv†n mordisco Estructura ?Carlos Pati§o?, se reportan detonaciones desde el sector p†raga del sitio m†s conocido como donde canta la rana en coordenadas aproximadas 02¯26'11""N 76¯40'22""W, del municipio de Rosas Cauca. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,Granada de Mano,Colombia,Valle del Cauca,Palmira,Sector Pi§a del Rozo,"25-ABR-2026: ATAQUE CON GRANADA: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Jaime Mart°nez?, realizan ataque con granada sobre la estaci¢n de gasolina del sector la Pi§a en coordenadas aproximadas 03¯36'26""N 76¯22'53""W del municipio de Rozo Valle del Cauca. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Hostigamiento,Policia Nacional,Colombia,Cauca,Pat°a,Sector Piedra Sentada,"25-ABR-2026, HOSTIGAMIENTO: al parecer integrantes del GAO-r Facci¢n Iv†n mordisco Estructura ?Carlos Pati§o?, se reporta hostigamiento a la estaci¢n de polic°a del sector de Piedra Sentada En coordenadas aproximadas 02¯9'45""N 76¯24'43""W del municipio del Pat°a Cauca. EVAL A1 PROC OSINT CI3MO3."
2026,25/04/2026,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,Granada de Mano,Colombia,Cauca,Santander de Quilichao,Corregimiento Mondomo,"25-ABR-2026: ATAQUE CON GRANADA: al parecer GAO-r Facci¢n Iv†n mordisco Estructura ?Jaime Mart°nez?, sujetos desconocidos lanzaron una granada contra las instalaciones de la Polic°a del corregimiento de Mondomo en coordenadas aproximadas 02¯53'31""N 76¯33'00""W, sobre el municipio de Santander de Quilichao El estallido se escuch¢ en todo el casco urbano. EVAL A1 PROC OSINT CI3MO3."
